index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-country,B2B,fulfilled-by,Customer ID,Payment Method,Return Status,Product Rating,Customer Segment,Platform
8423,406-6558390-4810761,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET187,SET187-KR-DH-XL,Set,XL,B08B415N6S,Unknown,1,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST1153,COD,Not Returned,5,New,Web
8424,171-8743631-3447561,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,J0292,Unknown,Misc,XXL,B099S7FHCF,Unknown,1,INR,377.0,Unknown,WEST BENGAL,Unknown,False,Merchant,CUST4593,COD,Not Returned,5,New,Web
8425,404-5191365-4395551,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET183,Unknown,Misc,M,B08B3Z2YY3,Shipped,1,INR,568.0,BENGALURU,Unknown,IN,False,Merchant,CUST9606,COD,Not Returned,5,New,Mobile
8426,403-4539784-2529923,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,J0301,J0301-TP-S,Misc,S,B099S7RVXG,Unknown,1,INR,463.0,Unknown,HARYANA,IN,False,Merchant,CUST2284,Credit Card,Not Returned,2,New,Mobile
8427,405-9082985-2045934,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3799,Unknown,Misc,M,B09SDXL8S4,Unknown,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST4148,Wallet,Not Returned,5,New,Web
8428,406-8635381-3687564,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-XXL,Set,XXL,B08XQ8MJZG,Shipped,1,INR,788.0,"Kalyan, Thane",MAHARASHTRA,Unknown,False,Merchant,CUST1768,COD,Not Returned,2,Regular,App
8429,402-2424238-0677132,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3698,JNE3698-KR-XXL,kurta,XXL,B097ZYJGLT,Unknown,1,INR,487.0,TIRUPATI,ANDHRA PRADESH,Unknown,False,Easy Ship,CUST6607,Credit Card,Not Returned,2,New,Web
8430,403-2054065-8573963,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,SET110,Unknown,Set,L,B0822TBFW3,Unknown,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST4202,COD,Not Returned,1,New,Web
8431,403-2054065-8573963,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-L,Misc,L,B0894YB3B1,Shipped,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST3787,Credit Card,Not Returned,4,New,Web
8432,404-5097597-8121153,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3718,JNE3718-KR-XL,Misc,XL,B099NMFGMJ,Shipped,1,INR,406.0,Unknown,Unknown,IN,False,Merchant,CUST3210,Credit Card,Not Returned,2,New,Web
8433,406-2808688-5353139,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3713,Unknown,Top,XL,B08ZH7CR5N,Shipped,1,INR,348.0,Unknown,HARYANA,Unknown,False,Merchant,CUST8399,Credit Card,Not Returned,3,New,Mobile
8434,405-7388762-4095541,4/25/2022,Cancelled,Amazon,Amazon.in,Expedited,SET273,Unknown,Misc,S,B094FR7J54,Cancelled,0,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST7338,COD,Not Returned,3,New,Mobile
8435,171-6280068-2591508,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2291,JNE2291-KR-602-XXXL,Misc,3XL,B07HYS3P54,Shipped,1,INR,568.0,Unknown,Unknown,Unknown,False,Easy Ship,CUST9733,COD,Not Returned,5,New,App
8436,402-6285212-2457105,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,Unknown,Misc,3XL,B0894Y3VBB,Shipped,1,INR,568.0,NEW DELHI,DELHI,IN,False,Easy Ship,CUST1358,Credit Card,Not Returned,4,New,Web
8437,402-9246203-6530756,4/25/2022,Cancelled,Merchant,Amazon.in,Standard,JNE2171,JNE2171-KR-437-XL,Misc,XL,B079WYDLLS,Unknown,0,INR,568.0,Sakhinetipalli,ANDHRA PRADESH,Unknown,False,Merchant,CUST1849,COD,Not Returned,4,New,Web
8438,408-7190448-1524305,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3724,JNE3724-KR-XXL,Misc,XXL,B09811LWPN,Unknown,1,INR,499.0,Unknown,Unknown,Unknown,False,Merchant,CUST8498,COD,Not Returned,5,New,Web
8439,408-1709180-2585943,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3562,Unknown,Misc,XXL,B08MYTBNPH,Unknown,1,INR,568.0,Unknown,Unknown,Unknown,False,Easy Ship,CUST5522,COD,Not Returned,1,New,Web
8440,408-1709180-2585943,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3621,JNE3621-KR-XXL,Misc,XXL,B08W27CYXW,Shipped,1,INR,568.0,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,Unknown,False,Easy Ship,CUST3544,COD,Not Returned,3,New,Web
8441,408-1709180-2585943,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3749,Unknown,Misc,3XL,B09K3R5C7C,Shipped,1,INR,568.0,Unknown,UTTAR PRADESH,Unknown,False,Easy Ship,CUST2831,Credit Card,Not Returned,4,New,Web
8442,408-1709180-2585943,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3749,JNE3749-KR-XXL,Misc,XXL,B09K3R6L8S,Unknown,1,INR,568.0,Unknown,Unknown,Unknown,False,Easy Ship,CUST2472,COD,Not Returned,1,New,Web
8443,408-2751634-7276321,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET384,Unknown,Misc,M,B09K3TSBJX,Unknown,1,INR,631.0,DEOGHAR,JHARKHAND,Unknown,False,Merchant,CUST1329,COD,Not Returned,2,Regular,Mobile
8444,403-0773075-7806743,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0119,Unknown,Top,XXL,B08RYRBZPC,Unknown,1,INR,568.0,Unknown,Unknown,Unknown,False,Easy Ship,CUST6851,COD,Not Returned,5,New,Web
8445,403-1799806-8563541,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,Unknown,Misc,M,B0894XH3LN,Shipped,1,INR,654.0,Unknown,Unknown,IN,False,Merchant,CUST8032,Credit Card,Not Returned,2,Regular,Mobile
8446,407-3932787-8912353,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,SET171,Unknown,Set,L,B0822SS99K,Unknown,1,INR,568.0,Nizamabad,Unknown,IN,False,Merchant,CUST6266,Wallet,Not Returned,5,New,Mobile
8447,406-6865671-3043507,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3716,Unknown,Misc,XL,B099FB6BY3,Shipped,1,INR,568.0,Unknown,UTTAR PRADESH,Unknown,False,Merchant,CUST5354,COD,Not Returned,1,New,Web
8448,171-8349979-1388358,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,MEN5004,MEN5004-KR-L,Misc,L,B08YZ19DL9,Shipped,1,INR,484.0,Unknown,WEST BENGAL,Unknown,False,Merchant,CUST7435,COD,Not Returned,5,New,Web
8449,408-6917473-8736309,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET366,SET366-KR-NP-M,Misc,M,B09QJLMRWQ,Shipped,1,INR,0.0,MORADABAD,Unknown,IN,False,Merchant,CUST8978,COD,Not Returned,4,New,Web
8450,404-1404700-0045125,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3633,JNE3633-KR-XL,kurta,XL,B094FMXDFB,Shipped,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST5238,COD,Returned,4,New,Web
8451,403-6572979-9932348,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3794,Unknown,Misc,S,B09HMG2TL9,Unknown,1,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST7112,Credit Card,Not Returned,3,New,Mobile
8452,408-7088640-6249966,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0333,J0333-DR-XXXL,Misc,3XL,B0983121HP,Shipped,1,INR,568.0,BENGALURU,Unknown,Unknown,False,Merchant,CUST5722,COD,Not Returned,3,New,Web
8453,406-3843664-7985133,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,MEN5022,Unknown,Misc,L,B08YYVFDZP,Shipped,1,INR,533.0,Unknown,Unknown,IN,False,Merchant,CUST2388,COD,Returned,4,Regular,Web
8454,402-5268317-1783560,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-XS,Misc,XS,B082W8DNQX,Unknown,1,INR,435.0,ETTIMADAI,Unknown,Unknown,False,Merchant,CUST5185,COD,Not Returned,3,New,Web
8455,408-1352635-4386767,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-M,Misc,M,B08XQ8R6GW,Shipped,1,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST9911,Wallet,Not Returned,1,New,Web
8456,402-8669098-6133126,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,Unknown,Misc,L,B09NQ44RNV,Unknown,1,INR,597.0,Unknown,Unknown,IN,False,Easy Ship,CUST4235,Credit Card,Returned,3,Regular,Mobile
8457,171-4585368-3655521,4/25/2022,Cancelled,Amazon,Amazon.in,Expedited,SET183,Unknown,Misc,S,B08B3Z38TJ,Unknown,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST5576,Credit Card,Not Returned,3,New,Mobile
8458,402-5261908-8841155,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3749,Unknown,kurta,S,B09K3SZZD8,Shipped,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST2100,COD,Not Returned,5,New,Web
8459,404-7134165-0187531,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3294,Unknown,kurta,XXL,B07R41S1YG,Shipped,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST9864,COD,Not Returned,5,New,Mobile
8460,403-7212509-1069120,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET272,SET272-KR-PP-XL,Misc,XL,B098P4N8V5,Unknown,1,INR,852.0,Unknown,UTTAR PRADESH,Unknown,True,Merchant,CUST9708,Credit Card,Not Returned,2,Regular,App
8461,404-0774076-1165106,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3504,JNE3504-KR-L,kurta,L,B097ZZNTK2,Shipped,1,INR,487.0,Unknown,Unknown,Unknown,False,Merchant,CUST3532,COD,Not Returned,5,New,Mobile
8462,406-3161960-8459532,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0002,J0002-SKD-S,Set,S,B0894XKKWY,Shipped,1,INR,568.0,GREATER NOIDA,Unknown,IN,False,Merchant,CUST8770,Credit Card,Returned,4,New,App
8463,408-0738570-9853935,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,J0118,Unknown,Misc,XXL,B08N4QTQHW,Unknown,1,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST4670,COD,Not Returned,5,New,Web
8464,402-4919650-5837109,4/25/2022,Cancelled,Amazon,Amazon.in,Expedited,SET264,Unknown,Misc,M,B08YN44FZJ,Unknown,0,INR,568.0,HYDERABAD,Unknown,Unknown,False,Merchant,CUST1781,COD,Not Returned,3,New,App
8465,402-2824956-9686727,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,SET144,SET144-KR-NP-XS,Misc,XS,B0822RTHVK,Unknown,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST4523,COD,Not Returned,1,New,Mobile
8466,171-2160804-9094765,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET361,Unknown,Misc,S,B09QJ4J6KJ,Unknown,1,INR,568.0,Unknown,UTTAR PRADESH,Unknown,False,Merchant,CUST7131,Credit Card,Not Returned,5,New,App
8467,406-5691267-3909902,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3068,Unknown,Misc,S,B07H7DCJVZ,Unknown,1,INR,568.0,PILANI TOWN,RAJASTHAN,IN,False,Merchant,CUST5782,COD,Not Returned,5,New,Mobile
8468,171-6407177-8453103,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,Unknown,Misc,L,B09NQ44RNV,Unknown,1,INR,597.0,DAPOLI,Unknown,Unknown,False,Merchant,CUST5995,Credit Card,Not Returned,5,Regular,Web
8469,402-9889318-2325909,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,SET366,Unknown,Set,XXL,B09QJMSLD1,Shipped,1,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST2501,Credit Card,Not Returned,3,New,App
8470,408-7702304-3453108,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3160,JNE3160-KR-G-L,Misc,L,B07K3R51CL,Unknown,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST4080,Wallet,Not Returned,1,New,Web
8471,408-6204321-3609130,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET364,Unknown,Misc,XXL,B09QJ5BYM8,Shipped,1,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST1502,COD,Not Returned,2,New,Web
8472,404-3236213-6087544,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET339,SET339-KR-NP-XS,Misc,XS,B09RSVKMH5,Unknown,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST4885,COD,Not Returned,5,New,Web
8473,404-3236213-6087544,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET331,SET331-KR-NP-XS,Set,XS,B09NQ54RRT,Unknown,1,INR,597.0,GWALIOR,Unknown,Unknown,False,Merchant,CUST9009,Wallet,Not Returned,3,Regular,Mobile
8474,404-8565775-0446753,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0343,Unknown,Misc,M,B0982ZJ666,Shipped,1,INR,568.0,VELLORE,TAMIL NADU,Unknown,False,Easy Ship,CUST1623,COD,Not Returned,5,New,Web
8475,404-8565775-0446753,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3615,Unknown,kurta,M,B091Q9S5WQ,Unknown,1,INR,299.0,VELLORE,TAMIL NADU,Unknown,False,Merchant,CUST2050,COD,Not Returned,5,New,App
8476,404-8565775-0446753,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3427,Unknown,kurta,M,B08316SB53,Shipped,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST8385,COD,Not Returned,3,New,Web
8477,402-4712857-5013919,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,BTM026,BTM026-NP-XL,Misc,XL,B0845R11WH,Shipped,1,INR,518.0,Unknown,Unknown,Unknown,False,Merchant,CUST7081,COD,Not Returned,5,Regular,Web
8478,406-8607599-3397163,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,SET291,Unknown,Misc,L,B099NJKJ54,Shipped,1,INR,568.0,Unknown,DELHI,Unknown,False,Merchant,CUST6484,COD,Not Returned,2,New,Web
8479,405-5792820-2903509,4/25/2022,Cancelled,Merchant,Amazon.in,Standard,MEN5032,MEN5032-KR-XXXL,Misc,3XL,B08YZ2ZXT7,Unknown,0,INR,551.43,Unknown,TELANGANA,Unknown,False,Easy Ship,CUST4772,Credit Card,Not Returned,3,Regular,Mobile
8480,403-8494406-6326735,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET323,SET323-KR-NP-M,Misc,M,B09NDK8FFH,Unknown,1,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST4916,Credit Card,Not Returned,5,New,Mobile
8481,405-7457855-6425950,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,SET380,SET380-KR-NP-S,Misc,S,B09QJ4QS15,Shipped,1,INR,568.0,Unknown,UTTAR PRADESH,IN,False,Merchant,CUST5018,COD,Not Returned,3,New,Web
8482,405-7457855-6425950,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,SET400,SET400-KR-NP-S,Misc,S,B09W629BLJ,Unknown,1,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST2329,Credit Card,Not Returned,3,New,App
8483,404-5391720-3420341,4/25/2022,Cancelled,Merchant,Amazon.in,Standard,SET375,SET375-KR-NP-XS,Set,XS,B09RKCZ71Q,Unknown,0,INR,568.0,Unknown,Unknown,IN,False,Easy Ship,CUST5114,COD,Not Returned,4,New,Web
8484,404-3493434-0329930,4/25/2022,Cancelled,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-S,Misc,S,B09NQ47F17,Unknown,1,INR,597.0,GWALIOR,Unknown,Unknown,False,Merchant,CUST4367,COD,Not Returned,4,Regular,Web
8485,402-7976703-5162734,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3775,Unknown,kurta,XXL,B09KXPT2RF,Unknown,1,INR,568.0,Unknown,Unknown,IN,False,Easy Ship,CUST9095,Wallet,Not Returned,3,New,Mobile
8486,403-9620918-8293136,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3465,Unknown,Misc,XXL,B08BFT4ZKX,Shipped,1,INR,568.0,CHENNAI,Unknown,Unknown,False,Merchant,CUST6141,COD,Not Returned,3,New,Web
8487,403-4991078-3682741,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3294,Unknown,Misc,XXL,B07R41S1YG,Shipped,1,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST4951,Credit Card,Not Returned,2,New,Mobile
8488,406-0030945-1513902,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0083,Unknown,Misc,M,B09295PWRB,Unknown,1,INR,568.0,Unknown,RAJASTHAN,IN,False,Easy Ship,CUST6084,COD,Not Returned,5,New,Web
8489,171-6520991-0225153,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET345,Unknown,Misc,L,B09KXT4VG7,Shipped,1,INR,568.0,Unknown,KARNATAKA,Unknown,False,Merchant,CUST2573,Credit Card,Not Returned,4,New,Mobile
8490,402-0184036-4864377,4/25/2022,Cancelled,Amazon,Amazon.in,Expedited,SET264,Unknown,Set,M,B08YN44FZJ,Unknown,0,INR,568.0,HYDERABAD,TELANGANA,IN,False,Merchant,CUST3634,COD,Not Returned,4,New,Mobile
8491,406-5697900-4219562,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,J0349,J0349-SET-XS,Misc,XS,B099NM2DMY,Unknown,1,INR,568.0,KADAPA,ANDHRA PRADESH,Unknown,False,Merchant,CUST3768,COD,Not Returned,3,New,Mobile
8492,404-3779381-7608369,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET282,SET282-KR-PP-XXL,Misc,XXL,B09CTF82YW,Shipped,1,INR,568.0,kolkata,Unknown,Unknown,True,Merchant,CUST6302,COD,Not Returned,4,New,Web
8493,171-1729580-6676320,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,J0230,Unknown,Set,S,B08XNJ19QH,Shipped,1,INR,1112.0,Unknown,MAHARASHTRA,IN,False,Merchant,CUST7250,COD,Not Returned,4,VIP,Web
8494,403-6761807-0989964,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3373,Unknown,Misc,3XL,B082W7MZVQ,Unknown,1,INR,376.0,Unknown,Unknown,Unknown,False,Merchant,CUST2211,COD,Not Returned,3,New,Web
8495,408-4235743-8149948,4/25/2022,Cancelled,Amazon,Amazon.in,Expedited,JNE3745,JNE3745-KR-L,kurta,L,B09K3Z8XNG,Unknown,0,INR,568.0,Unknown,TAMIL NADU,IN,False,Merchant,CUST9967,Credit Card,Not Returned,4,New,Mobile
8496,404-5090467-5981156,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,SET384,Unknown,Set,S,B09K3SRM1G,Shipped,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST6955,COD,Returned,3,New,Web
8497,406-4293580-0556301,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,SET383,SET383-KR-NP-XXL,Misc,XXL,B09K3HGTRS,Shipped,1,INR,568.0,Unknown,UTTAR PRADESH,IN,False,Merchant,CUST2160,Credit Card,Not Returned,5,New,Mobile
8498,403-8705524-1071507,4/25/2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0308,Unknown,Misc,M,B099NV5WD8,Unknown,1,INR,625.0,Unknown,PUNJAB,Unknown,False,Merchant,CUST6977,COD,Not Returned,5,Regular,Web
8499,404-2204060-1034718,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,SET291,Unknown,Set,L,B099NJKJ54,Unknown,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST8041,COD,Not Returned,1,New,Web
8500,402-7295658-5877960,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,J0337,J0337-TP-M,Misc,M,B0986XMWXH,Shipped,1,INR,568.0,Unknown,TAMIL NADU,Unknown,False,Merchant,CUST3383,Wallet,Not Returned,4,New,Web
8501,402-7295658-5877960,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3861,Unknown,Misc,S,B09SDX82TS,Unknown,1,INR,568.0,tirupur,Unknown,IN,False,Merchant,CUST6876,Wallet,Not Returned,5,New,Web
8502,402-6708333-5979512,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3709,Unknown,Misc,S,B091T1N5WV,Shipped,1,INR,568.0,tirupur,TAMIL NADU,IN,False,Merchant,CUST4540,COD,Not Returned,5,New,App
8503,171-3231635-0322769,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXXL,kurta,3XL,B082W7MZVQ,Unknown,1,INR,568.0,MANGALAGIRI,Unknown,Unknown,False,Merchant,CUST5635,Credit Card,Not Returned,3,New,Mobile
8504,171-3750570-5288303,4/25/2022,Cancelled,Amazon,Amazon.in,Expedited,J0127,Unknown,Misc,S,B08QGKK49Z,Unknown,0,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST2095,COD,Not Returned,5,New,Mobile
8505,406-1841367-4668349,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3741,Unknown,kurta,3XL,B099NL77RF,Shipped,1,INR,432.0,Unknown,Unknown,Unknown,False,Merchant,CUST6901,COD,Not Returned,5,New,Mobile
8506,171-7731828-6691546,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,J0346,Unknown,Misc,L,B0983CL283,Shipped,1,INR,478.0,BENGALURU,Unknown,Unknown,False,Merchant,CUST9215,COD,Not Returned,4,New,App
8507,407-9230154-1549143,4/25/2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,MEN5024,Unknown,Misc,L,B08YYSQJTC,Unknown,1,INR,568.0,KOLKATA,WEST BENGAL,IN,False,Easy Ship,CUST2079,Wallet,Not Returned,3,New,Web
8508,404-0073661-9643533,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET398,SET398-KR-PP-XXL,Misc,XXL,B09RP8WY5J,Unknown,1,INR,1186.0,ANAND,Unknown,Unknown,False,Merchant,CUST9370,Wallet,Not Returned,4,VIP,Mobile
8509,404-3468358-3089154,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,SET197,Unknown,Set,L,B08B3YPD63,Shipped,1,INR,568.0,Unknown,Unknown,IN,False,Merchant,CUST3847,COD,Not Returned,3,New,App
8510,408-0556034-2428360,4/25/2022,Shipped,Amazon,Amazon.in,Standard,JNE3567,Unknown,Misc,M,B08KRXV1QR,Shipped,1,INR,0.0,Unknown,Unknown,Unknown,False,Merchant,CUST2960,Credit Card,Not Returned,3,New,Mobile
8511,171-0713657-9669144,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,SET290,SET290-KR-DPT-M,Misc,M,B09B5922WD,Unknown,1,INR,771.0,Unknown,Unknown,Unknown,False,Merchant,CUST2473,Credit Card,Not Returned,4,Regular,Web
8512,407-2464287-5879527,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,SET291,Unknown,Set,L,B099NJKJ54,Unknown,1,INR,568.0,Unknown,UTTAR PRADESH,IN,False,Merchant,CUST5888,COD,Not Returned,4,New,Web
8513,404-4724851-5241947,4/25/2022,Cancelled,Merchant,Amazon.in,Standard,SET375,Unknown,Misc,XS,B09RKCZ71Q,Unknown,0,INR,568.0,GWALIOR,Unknown,IN,False,Easy Ship,CUST5979,Credit Card,Not Returned,2,New,Mobile
8514,404-4724851-5241947,4/25/2022,Cancelled,Merchant,Amazon.in,Standard,SET331,SET331-KR-NP-XS,Set,XS,B09NQ54RRT,Unknown,0,INR,568.57,GWALIOR,MADHYA PRADESH,Unknown,False,Easy Ship,CUST2212,COD,Returned,4,Regular,Web
8515,403-0231936-7544329,4/25/2022,Cancelled,Merchant,Amazon.in,Standard,JNE3800,Unknown,Misc,3XL,B09SDZ64HF,Unknown,0,INR,734.29,TALEGAON MIDC,Unknown,IN,False,Easy Ship,CUST6697,COD,Not Returned,5,Regular,Mobile
8516,171-4141902-2426715,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,Unknown,Misc,L,B09NQ44RNV,Unknown,1,INR,568.0,Unknown,WEST BENGAL,IN,False,Easy Ship,CUST1419,Credit Card,Not Returned,3,New,Web
8517,406-7938583-1543552,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET360,SET360-KR-NP-XXL,Set,XXL,B09QJNWJJW,Unknown,1,INR,1126.0,Unknown,Unknown,IN,False,Easy Ship,CUST4659,COD,Not Returned,4,VIP,Mobile
8518,408-6849479-7224320,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET280,Unknown,Misc,XL,B09CT8CZTD,Unknown,1,INR,814.0,GOPALGANJ,BIHAR,Unknown,False,Merchant,CUST6283,COD,Not Returned,4,Regular,App
8519,408-2470603-3768315,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3373,Unknown,kurta,XL,B082W8BXW1,Shipped,1,INR,568.0,HYDERABAD,Unknown,Unknown,False,Merchant,CUST2340,COD,Not Returned,3,New,Web
8520,406-3821971-2229938,4/25/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET293,SET293-KR-NP-XS,Misc,XS,B09K3938KW,Unknown,1,INR,568.0,Unknown,Unknown,Unknown,False,Easy Ship,CUST6137,Credit Card,Not Returned,4,New,Web
8521,406-5534042-1778732,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3716,Unknown,kurta,XL,B099FB6BY3,Unknown,1,INR,568.0,Unknown,Unknown,Unknown,False,Merchant,CUST6189,COD,Not Returned,5,New,Mobile
8522,403-3573518-8393921,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,J0081,J0081-DR-S,Western Dress,S,B091YFW1VZ,Unknown,1,INR,658.0,Unknown,Unknown,Unknown,False,Merchant,CUST2361,COD,Not Returned,4,Regular,Web
8523,403-3573518-8393921,4/25/2022,Shipped,Amazon,Amazon.in,Expedited,SET238,Unknown,Set,XL,B08PCV5FJW,Unknown,1,INR,568.0,Koothparamba,Unknown,IN,False,Merchant,CUST1591,Credit Card,Not Returned,4,New,Web
